"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L1850","void endElement(String name)","org.apache.tools.ant.ProjectHelper$AbstractHandler.endElement(Ljava/lang/String;)V","L1819","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","173","9","177","10","0","0","0","0","0","0","0","0","36.5293","4.5","216.476","36.0528","13","13","12.0264","48.1057","132.831","77.6788","151.007","88.308","1","0","0","0","0","0.25","1","0","0.25","1","3","5","1","1","3","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1853","InputSource resolveEntity(String publicId, String systemId)","org.apache.tools.ant.ProjectHelper$RootHandler.resolveEntity(Ljava/lang/String;Ljava/lang/String;)Lorg/xml/sax/InputSource;","L1789","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","188","9","207","10","0","0","0","0","0","0","0","0","182.712","22.6154","9693.05","454.611","80","41","538.503","428.604","92.6672","54.1913","89.6856","52.4477","4","2","2","0","1","0.190476","4","3","0.190476","4","17","20","9","2","17","20","9","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L1864","void startElement(String tag, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$RootHandler.startElement(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1789","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","209","9","215","10","0","0","0","0","0","0","0","0","101.948","15","2608.74","189.505","37","26","144.93","173.916","112.192","65.6092","86.3612","50.5036","2","1","1","0","2","0","0","0","0","0","7","7","3","2","7","7","3","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1874","void setDocumentLocator(Locator locator)","org.apache.tools.ant.ProjectHelper$RootHandler.setDocumentLocator(Lorg/xml/sax/Locator;)V","L1789","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","217","9","219","10","0","0","0","0","0","0","0","0","28.7549","5.33333","239.854","38.6039","13","11","13.3252","44.9726","133.181","77.8836","116.541","68.1524","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1872","ProjectHandler(DocumentHandler parentHandler)","org.apache.tools.ant.ProjectHelper$ProjectHandler.<init>(Lorg/xml/sax/DocumentHandler;)V","L1869","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","226","9","228","10","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1867","void init(String tag, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$ProjectHandler.init(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1869","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","230","9","275","10","0","0","0","0","0","0","0","0","346.628","46.2333","65013.5","1616.85","231","68","3611.86","1406.2","71.8481","42.0164","41.3508","24.1817","11","5","3","1","5","0.025641","1","0","0.025641","1","38","46","31","2","38","46","31","0","4","3","0","2","1","0","4","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1893","void startElement(String name, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$ProjectHandler.startElement(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1869","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","277","9","289","10","0","0","0","0","0","0","0","0","148.093","26.1818","10609.2","482.824","79","35","589.401","405.213","97.0749","56.7689","64.8577","37.9285","5","4","1","0","5","0","0","0","0","0","13","13","9","2","13","13","9","0","3","2","0","0","0","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1896","void handleTaskdef(String name, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$ProjectHandler.handleTaskdef(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1869","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","291","9","293","10","0","0","0","0","0","0","0","0","61.303","10.5","919.468","94.5565","21","18","51.0816","87.5684","129.716","75.8572","111.541","65.2289","1","0","0","1","2","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1898","void handleProperty(String name, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$ProjectHandler.handleProperty(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1869","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","295","9","297","10","0","0","0","0","0","0","0","0","61.303","10.5","919.468","94.5565","21","18","51.0816","87.5684","129.716","75.8572","111.541","65.2289","1","0","0","1","2","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1900","void handleTarget(String tag, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$ProjectHandler.handleTarget(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1869","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","299","9","301","10","0","0","0","0","0","0","0","0","58.0579","11.6667","953.741","96.8918","20","17","52.9856","81.7493","130.073","76.0664","112.057","65.5306","1","0","0","1","2","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1903","void handleDataType(String name, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$ProjectHandler.handleDataType(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1869","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","303","9","305","10","0","0","0","0","0","0","0","0","58.0579","11.6667","953.741","96.8918","20","17","52.9856","81.7493","130.073","76.0664","112.057","65.5306","1","0","0","1","2","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1923","TargetHandler(DocumentHandler parentHandler)","org.apache.tools.ant.ProjectHelper$TargetHandler.<init>(Lorg/xml/sax/DocumentHandler;)V","L1920","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","314","9","316","10","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1918","void init(String tag, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$TargetHandler.init(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1920","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","318","9","370","10","0","0","0","0","0","0","0","0","453.505","52.0526","87177.1","1966.08","262","84","4843.17","1674.79","67.7402","39.6141","34.673","20.2766","13","7","2","1","7","0.0217391","1","0","0.0217391","1","45","53","38","2","45","53","38","0","6","4","0","1","1","0","6","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1953","void startElement(String name, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$TargetHandler.startElement(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1920","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","372","9","374","10","0","0","0","0","0","0","0","0","61.303","10.5","919.468","94.5565","21","18","51.0816","87.5684","129.716","75.8572","111.541","65.2289","1","0","0","0","2","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1912","TaskHandler(DocumentHandler parentHandler, Target target)","org.apache.tools.ant.ProjectHelper$TaskHandler.<init>(Lorg/xml/sax/DocumentHandler;Lorg/apache/tools/ant/Target;)V","L1909","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","385","9","389","10","0","0","0","0","0","0","0","0","32","6","322.647","47.0419","15","12","17.9248","53.7744","127.591","74.6147","108.476","63.4362","1","0","0","3","1","0","0","0","0","0","4","5","2","2","4","5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1907","void init(String tag, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$TaskHandler.init(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1909","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","391","9","419","10","0","0","0","0","0","0","0","0","235.769","53.9583","36052.3","1091.33","119","49","2002.9","668.15","85.4615","49.9775","73.1154","42.7575","4","1","1","3","13","0.115385","3","0","0.115385","3","23","29","16","2","23","29","16","0","1","3","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L1998","void characters(char[] buf, int start, int end)","org.apache.tools.ant.ProjectHelper$TaskHandler.characters([CII)V","L1909","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","421","9","431","10","1","1","3","1","1","1","11","11","132.571","23","5750","320.956","50","32","319.444","250","102.753","60.0892","72.8451","42.5995","3","2","2","0","2","0","0","0","0","0","11","11","5","3","11","11","5","0","0","8","0","0","0","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2008","void startElement(String name, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$TaskHandler.startElement(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1909","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","433","9","435","10","0","0","0","0","0","0","0","0","64.9126","9.8","915.853","94.3085","22","19","50.8807","93.4544","129.378","75.6594","111.053","64.9435","1","0","0","0","2","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2016","NestedElementHandler(DocumentHandler parentHandler, Object target, RuntimeConfigurable parentWrapper)","org.apache.tools.ant.ProjectHelper$NestedElementHandler.<init>(Lorg/xml/sax/DocumentHandler;Ljava/lang/Object;Lorg/apache/tools/ant/RuntimeConfigurable;)V","L2013","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","447","9","458","10","0","0","0","0","0","0","0","0","90.5684","18","3466.23","229.037","42","24","192.568","192.568","104.34","61.0174","75.0332","43.8791","2","1","1","3","2","0","0","0","0","0","11","12","5","3","11","12","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2011","void init(String propType, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$NestedElementHandler.init(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L2013","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","460","9","485","10","0","0","0","0","0","0","0","0","260.983","50.7692","35187.1","1073.8","121","53","1954.84","693.078","85.271","49.8661","47.7265","27.9103","4","2","2","3","9","0","0","0","0","0","23","26","14","2","23","26","14","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2042","void characters(char[] buf, int start, int end)","org.apache.tools.ant.ProjectHelper$NestedElementHandler.characters([CII)V","L2013","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","487","9","497","10","1","1","3","1","1","1","11","11","137.261","20.7","5220.95","300.954","50","33","290.053","252.22","102.707","60.0623","72.7788","42.5607","3","2","2","0","2","0","0","0","0","0","11","11","5","3","11","11","5","0","0","8","0","0","0","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2046","void startElement(String name, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$NestedElementHandler.startElement(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L2013","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","499","9","501","10","0","0","0","0","0","0","0","0","64.9126","9.8","915.853","94.3085","22","19","50.8807","93.4544","129.378","75.6594","111.053","64.9435","1","0","0","0","2","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1932","DataTypeHandler(DocumentHandler parentHandler)","org.apache.tools.ant.ProjectHelper$DataTypeHandler.<init>(Lorg/xml/sax/DocumentHandler;)V","L1929","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","510","9","512","10","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1927","void init(String propType, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$DataTypeHandler.init(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1929","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","514","9","526","10","0","0","0","0","0","0","0","0","144.626","26.3889","7786.64","392.856","58","34","432.591","295.073","100.481","58.7608","69.568","40.683","3","2","2","1","4","0","0","0","0","0","12","13","7","2","12","13","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2056","void characters(char[] buf, int start, int end)","org.apache.tools.ant.ProjectHelper$DataTypeHandler.characters([CII)V","L1929","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","528","9","534","10","0","0","0","0","0","0","0","0","94.7101","15.4286","2507.68","184.579","35","25","139.316","162.535","112.544","65.815","86.8689","50.8005","2","1","1","0","1","0","0","0","0","0","7","7","3","3","7","7","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2060","void startElement(String name, AttributeList attrs)","org.apache.tools.ant.ProjectHelper$DataTypeHandler.startElement(Ljava/lang/String;Lorg/xml/sax/AttributeList;)V","L1929","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\ProjectHelper.java","536","9","538","10","0","0","0","0","0","0","0","0","64.9126","9.8","915.853","94.3085","22","19","50.8807","93.4544","129.378","75.6594","111.053","64.9435","1","0","0","0","2","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2332","void init()","org.apache.tools.ant.taskdefs.Ant.init()V","L2323","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\Ant.java","90","5","95","6","0","0","0","0","0","0","0","0","70.213","10.5","1406.79","125.551","31","20","78.1549","133.98","116.276","67.9974","92.1511","53.8895","1","0","0","2","4","0","0","0","0","0","6","6","3","0","6","6","3","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L2335","void reinit()","org.apache.tools.ant.taskdefs.Ant.reinit()V","L2323","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\Ant.java","97","5","114","6","0","0","0","0","0","0","0","0","172.66","36.9091","21263.7","767.524","109","39","1181.31","576.109","89.9732","52.6159","54.6122","31.937","5","2","2","2","10","0","0","0","0","0","18","18","14","0","18","18","14","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2357","void initializeProject()","org.apache.tools.ant.taskdefs.Ant.initializeProject()V","L2323","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\Ant.java","116","5","160","6","0","0","0","0","0","0","0","0","399.333","70.125","108325","2272.41","248","75","6018.08","1544.75","71.4486","41.7828","40.0699","23.4327","7","2","2","1","12","0.0243902","1","0","0.0243902","1","40","45","32","0","40","45","32","0","2","3","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"L2366","void execute()","org.apache.tools.ant.taskdefs.Ant.execute()V","L2323","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\Ant.java","165","5","218","6","0","0","0","0","0","0","0","0","379.163","58.587","80970.9","1871.63","224","72","4498.38","1382.06","71.1072","41.5832","54.5434","31.8968","11","3","3","1","13","0.130435","6","3","0.130435","6","40","54","28","0","40","54","28","0","0","4","0","4","1","0","1","0","2","1","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2378","void setDir(File d)","org.apache.tools.ant.taskdefs.Ant.setDir(Ljava/io/File;)V","L2323","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\Ant.java","220","5","222","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2380","void setAntfile(String s)","org.apache.tools.ant.taskdefs.Ant.setAntfile(Ljava/lang/String;)V","L2323","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\Ant.java","224","5","226","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2382","void setTarget(String s)","org.apache.tools.ant.taskdefs.Ant.setTarget(Ljava/lang/String;)V","L2323","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\Ant.java","228","5","230","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2384","void setOutput(String s)","org.apache.tools.ant.taskdefs.Ant.setOutput(Ljava/lang/String;)V","L2323","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\Ant.java","232","5","234","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2386","Property createProperty()","org.apache.tools.ant.taskdefs.Ant.createProperty()Lorg/apache/tools/ant/taskdefs/Property;","L2323","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\Ant.java","236","5","245","6","0","0","0","0","0","0","0","0","78.2548","11.7857","1944.63","155.797","37","22","108.035","164.999","108.394","63.3884","80.8824","47.2996","2","1","1","1","3","0","0","0","0","0","9","10","6","0","9","10","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2395","void setOutput(File output)","org.apache.tools.ant.taskdefs.AntStructure.setOutput(Ljava/io/File;)V","L2389","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\AntStructure.java","85","5","87","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","162.555","95.0612","1","0","0","0","0","0.5","3","3","0.5","3","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2399","void execute()","org.apache.tools.ant.taskdefs.AntStructure.execute()V","L2389","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\AntStructure.java","89","5","143","6","0","0","0","0","0","0","0","0","417.451","76","110496","2302.67","232","77","6138.67","1453.89","71.1337","41.5987","54.0222","31.5919","8","2","2","0","8","0.12766","6","0","0.12766","6","41","55","28","0","41","55","28","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2414","void printHead(PrintWriter out, Enumeration <error>)","org.apache.tools.ant.taskdefs.AntStructure.printHead(Ljava/io/PrintWriter;Ljava/util/Enumeration;)V","L2389","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\AntStructure.java","145","5","162","6","0","0","0","0","0","0","0","0","128.09","16.4333","7477.17","382.377","91","32","415.398","455","93.7985","54.8529","59.8254","34.9856","2","1","1","1","0","0","0","0","0","0","16","18","13","2","16","18","13","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2416","void printTargetDecl(PrintWriter out, Vector tasks)","org.apache.tools.ant.taskdefs.AntStructure.printTargetDecl(Ljava/io/PrintWriter;Ljava/util/Vector;)V","L2389","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\AntStructure.java","164","5","185","6","0","0","0","0","0","0","0","0","172.949","21.5526","13190.7","558.271","115","40","732.815","612.022","88.4119","51.7029","52.1561","30.5006","3","2","2","1","0","0","0","0","0","0","20","22","18","2","20","22","18","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2418","void printElementDecl(PrintWriter out, String name, Class element)","org.apache.tools.ant.taskdefs.AntStructure.printElementDecl(Ljava/io/PrintWriter;Ljava/lang/String;Ljava/lang/Class;)V","L2389","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\taskdefs\AntStructure.java","187","5","290","6","0","0","0","0","0","0","0","0","965.554","95.0972","427761","5677.2","619","154","23764.5","4498.14","48.3125","28.2529","-3.55696","0","24","8","6","1","7","0","0","0","0","0","93","104","74","3","93","104","74","0","0","14","0","0","1","0","0","0","0","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","6","0"
