"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L330","Class getClassFromStream(InputStream stream, String classname)","org.apache.tools.ant.AntClassLoader.getClassFromStream(Ljava/io/InputStream;Ljava/lang/String;)Ljava/lang/Class;","L151","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\AntClassLoader.java","376","5","389","6","0","0","0","0","0","0","0","0","169.399","21.4286","8041.36","401.378","71","39","446.742","375.264","100.87","58.9886","114.485","66.9501","2","1","1","1","0","0.5","11","11","0.5","11","11","14","7","2","11","14","7","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L230","Class findClass(String name)","org.apache.tools.ant.AntClassLoader.findClass(Ljava/lang/String;)Ljava/lang/Class;","L151","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\AntClassLoader.java","402","5","411","6","0","0","0","0","0","0","0","0","83.6515","11.4286","1602.63","136.948","31","23","89.0352","140.23","109.24","63.883","127.192","74.3815","2","1","1","2","2","0.526316","10","10","0.526316","10","9","10","4","1","9","10","4","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L341","Class findClass(String name, Path path)","org.apache.tools.ant.AntClassLoader.findClass(Ljava/lang/String;Lorg/apache/tools/ant/types/Path;)Ljava/lang/Class;","L151","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\AntClassLoader.java","417","5","447","6","0","0","0","0","0","0","0","0","270.131","40.2188","26274.7","883.808","113","55","1459.7","653.294","82.2909","48.1233","72.4731","42.3819","7","3","3","1","5","0.15625","5","3","0.15625","5","27","31","17","2","27","31","17","0","1","2","2","1","0","0","3","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L373","BuildEvent(Project project)","org.apache.tools.ant.BuildEvent.<init>(Lorg/apache/tools/ant/Project;)V","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","73","5","78","6","0","0","0","0","0","0","0","0","39.303","4.5","428.327","56.8221","25","14","23.796","95.1839","118.053","69.037","137.949","80.6717","1","0","0","3","0","0.454545","5","5","0.454545","5","6","6","4","1","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L381","BuildEvent(Target target)","org.apache.tools.ant.BuildEvent.<init>(Lorg/apache/tools/ant/Target;)V","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","85","5","90","6","0","0","0","0","0","0","0","0","44.0391","6.75","738.402","81.695","28","15","41.0224","109.393","117.33","68.6139","136.905","80.0613","1","0","0","3","1","0.454545","5","5","0.454545","5","6","6","4","1","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L386","BuildEvent(Task task)","org.apache.tools.ant.BuildEvent.<init>(Lorg/apache/tools/ant/Task;)V","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","97","5","102","6","0","0","0","0","0","0","0","0","44.8289","9","1090.02","105.915","31","15","60.5568","121.114","116.801","68.3044","136.141","79.6148","1","0","0","3","2","0.454545","5","5","0.454545","5","6","6","4","1","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L393","void setMessage(String message, int priority)","org.apache.tools.ant.BuildEvent.setMessage(Ljava/lang/String;I)V","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","104","5","107","6","0","0","0","0","0","0","0","0","35.6096","5.6","393.727","53.7193","19","13","21.8737","70.3084","126.197","73.7994","106.465","62.2601","1","0","0","1","0","0","0","0","0","0","4","4","2","2","4","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L398","void setException(Throwable exception)","org.apache.tools.ant.BuildEvent.setException(Ljava/lang/Throwable;)V","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","109","5","111","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","2","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L401","Project getProject()","org.apache.tools.ant.BuildEvent.getProject()Lorg/apache/tools/ant/Project;","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","116","5","118","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","1","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L403","Target getTarget()","org.apache.tools.ant.BuildEvent.getTarget()Lorg/apache/tools/ant/Target;","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","123","5","126","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","2","0","0.5","3","3","0.5","3","3","4","1","0","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L405","Task getTask()","org.apache.tools.ant.BuildEvent.getTask()Lorg/apache/tools/ant/Task;","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","131","5","133","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","2","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L407","String getMessage()","org.apache.tools.ant.BuildEvent.getMessage()Ljava/lang/String;","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","141","5","143","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","172.206","100.705","1","0","0","3","0","0.666667","6","6","0.666667","6","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L409","int getPriority()","org.apache.tools.ant.BuildEvent.getPriority()I","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","151","5","153","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","172.206","100.705","1","0","0","3","0","0.666667","6","6","0.666667","6","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L411","Throwable getException()","org.apache.tools.ant.BuildEvent.getException()Ljava/lang/Throwable;","L352","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildEvent.java","163","5","165","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","172.977","101.156","1","0","0","2","0","0.727273","8","8","0.727273","8","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L427","BuildException()","org.apache.tools.ant.BuildException.<init>()V","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","75","5","77","6","0","0","0","0","0","0","0","0","4.75489","1.5","12","5.24148","4","4","0.666667","8","142.159","83.1341","173.95","101.725","1","0","0","0","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L431","BuildException(String msg)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/String;)V","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","84","5","86","6","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","169.429","99.0814","1","0","0","103","0","0.571429","4","4","0.571429","4","3","3","1","1","3","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L436","BuildException(String msg, Throwable cause)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/String;Ljava/lang/Throwable;)V","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","95","5","98","6","0","0","0","0","0","0","0","0","32","6","322.647","47.0419","15","12","17.9248","53.7744","127.591","74.6147","155.078","90.6889","1","0","0","24","0","0.6","6","6","0.6","6","4","4","2","2","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L441","BuildException(String msg, Throwable cause, Location location)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/String;Ljava/lang/Throwable;Lorg/apache/tools/ant/Location;)V","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","108","5","111","6","0","0","0","0","0","0","0","0","35.6096","6.4","426.291","56.6418","18","13","23.6828","66.6079","126.478","73.9638","154.091","90.1119","1","0","0","26","1","0.636364","7","7","0.636364","7","4","4","2","3","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L448","BuildException(Throwable cause)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/Throwable;)V","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","118","5","121","6","0","0","0","0","0","0","0","0","33.2842","7.5","430.195","56.9872","16","12","23.8997","57.3594","127.255","74.4184","152.448","89.1511","1","0","0","17","0","0.5","4","4","0.5","4","4","4","2","1","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L453","BuildException(String msg, Location location)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/String;Lorg/apache/tools/ant/Location;)V","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","130","5","133","6","0","0","0","0","0","0","0","0","32","6","322.647","47.0419","15","12","17.9248","53.7744","127.591","74.6147","155.078","90.6889","1","0","0","48","0","0.6","6","6","0.6","6","4","4","2","2","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L457","BuildException(Throwable cause, Location location)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/Throwable;Lorg/apache/tools/ant/Location;)V","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","142","5","145","6","0","0","0","0","0","0","0","0","27.6515","5.25","272.43","42.0246","15","11","15.135","51.8915","127.776","74.7231","155.345","90.8452","1","0","0","10","1","0.6","6","6","0.6","6","4","4","2","2","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L462","Throwable getException()","org.apache.tools.ant.BuildException.getException()Ljava/lang/Throwable;","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","150","5","152","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","4","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L464","String toString()","org.apache.tools.ant.BuildException.toString()Ljava/lang/String;","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","157","5","159","6","0","0","0","0","0","0","0","0","30.5293","4.5","186.809","32.6788","12","11","10.3783","41.5132","133.597","78.127","161.598","94.5015","1","0","0","0","1","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L470","void setLocation(Location location)","org.apache.tools.ant.BuildException.setLocation(Lorg/apache/tools/ant/Location;)V","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","164","5","166","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","162.555","95.0612","1","0","0","2","0","0.5","3","3","0.5","3","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L473","Location getLocation()","org.apache.tools.ant.BuildException.getLocation()Lorg/apache/tools/ant/Location;","L413","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildException.java","171","5","173","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","2","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L480","void buildStarted(BuildEvent event)","org.apache.tools.ant.BuildListener.buildStarted(Lorg/apache/tools/ant/BuildEvent;)V","L475","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildListener.java","71","5","71","48","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","1","0","0.75","3","3","0.75","3","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L485","void buildFinished(BuildEvent event)","org.apache.tools.ant.BuildListener.buildFinished(Lorg/apache/tools/ant/BuildEvent;)V","L475","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildListener.java","79","5","79","49","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","1","0","0.857143","6","6","0.857143","6","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L488","void targetStarted(BuildEvent event)","org.apache.tools.ant.BuildListener.targetStarted(Lorg/apache/tools/ant/BuildEvent;)V","L475","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildListener.java","86","5","86","49","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","1","0","0.833333","5","5","0.833333","5","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L491","void targetFinished(BuildEvent event)","org.apache.tools.ant.BuildListener.targetFinished(Lorg/apache/tools/ant/BuildEvent;)V","L475","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildListener.java","94","5","94","50","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","1","0","0.857143","6","6","0.857143","6","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L494","void taskStarted(BuildEvent event)","org.apache.tools.ant.BuildListener.taskStarted(Lorg/apache/tools/ant/BuildEvent;)V","L475","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildListener.java","101","5","101","47","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","1","0","0.833333","5","5","0.833333","5","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L497","void taskFinished(BuildEvent event)","org.apache.tools.ant.BuildListener.taskFinished(Lorg/apache/tools/ant/BuildEvent;)V","L475","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.2\jakarta-ant-1.2\src\main\org\apache\tools\ant\BuildListener.java","109","5","109","48","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","1","0","0.857143","6","6","0.857143","6","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
