"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L5193","String getClassFilename(String classname)","org.apache.tools.ant.AntClassLoader.getClassFilename(Ljava/lang/String;)Ljava/lang/String;","L5053","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\AntClassLoader.java","397","5","399","6","0","0","0","0","0","0","0","0","35.6096","4.8","266.432","41.4054","15","13","14.8018","55.5066","132.087","77.2437","163.412","95.5625","1","0","0","1","0","0.727273","8","8","0.727273","8","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5196","Class getClassFromStream(InputStream stream, String classname)","org.apache.tools.ant.AntClassLoader.getClassFromStream(Ljava/io/InputStream;Ljava/lang/String;)Ljava/lang/Class;","L5053","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\AntClassLoader.java","412","5","449","6","0","0","0","0","0","0","0","0","363.23","41.4","43391.6","1234.82","171","70","2410.65","1048.11","77.3104","45.2108","74.1626","43.37","6","3","3","1","0","0.304348","14","11","0.304348","14","32","38","17","2","32","38","17","0","0","0","3","3","0","0","3","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L5127","Class findClass(String name)","org.apache.tools.ant.AntClassLoader.findClass(Ljava/lang/String;)Ljava/lang/Class;","L5053","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\AntClassLoader.java","461","5","470","6","0","0","0","0","0","0","0","0","83.6515","11.4286","1602.63","136.948","31","23","89.0352","140.23","109.24","63.883","127.192","74.3815","2","1","1","2","2","0.526316","10","10","0.526316","10","9","10","4","1","9","10","4","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5207","Class findClass(String name, Path path)","org.apache.tools.ant.AntClassLoader.findClass(Ljava/lang/String;Lorg/apache/tools/ant/types/Path;)Ljava/lang/Class;","L5053","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\AntClassLoader.java","476","5","506","6","0","0","0","0","0","0","0","0","270.131","40.2188","26274.7","883.808","113","55","1459.7","653.294","82.2909","48.1233","72.4731","42.3819","7","3","3","1","5","0.15625","5","3","0.15625","5","27","31","17","2","27","31","17","0","1","2","2","1","0","0","3","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L5132","Class findBaseClass(String name)","org.apache.tools.ant.AntClassLoader.findBaseClass(Ljava/lang/String;)Ljava/lang/Class;","L5053","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\AntClassLoader.java","511","5","519","6","0","0","0","0","0","0","0","0","92.3203","17.1","2744.1","196.005","35","24","152.45","160.474","108.539","63.4729","116.062","67.8727","2","1","1","2","0","0.25","3","3","0.25","3","9","9","4","1","9","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2273","BuildEvent(Project project)","org.apache.tools.ant.BuildEvent.<init>(Lorg/apache/tools/ant/Project;)V","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","71","5","76","6","0","0","0","0","0","0","0","0","39.303","4.5","428.327","56.8221","25","14","23.796","95.1839","118.053","69.037","137.949","80.6717","1","0","0","4","0","0.454545","5","5","0.454545","5","6","6","4","1","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5245","BuildEvent(Target target)","org.apache.tools.ant.BuildEvent.<init>(Lorg/apache/tools/ant/Target;)V","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","83","5","88","6","0","0","0","0","0","0","0","0","44.0391","6.75","738.402","81.695","28","15","41.0224","109.393","117.33","68.6139","136.905","80.0613","1","0","0","3","1","0.454545","5","5","0.454545","5","6","6","4","1","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5250","BuildEvent(Task task)","org.apache.tools.ant.BuildEvent.<init>(Lorg/apache/tools/ant/Task;)V","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","95","5","100","6","0","0","0","0","0","0","0","0","44.8289","9","1090.02","105.915","31","15","60.5568","121.114","116.801","68.3044","136.141","79.6148","1","0","0","3","2","0.454545","5","5","0.454545","5","6","6","4","1","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2283","void setMessage(String message, int priority)","org.apache.tools.ant.BuildEvent.setMessage(Ljava/lang/String;I)V","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","102","5","105","6","0","0","0","0","0","0","0","0","35.6096","5.6","393.727","53.7193","19","13","21.8737","70.3084","126.197","73.7994","106.465","62.2601","1","0","0","2","0","0","0","0","0","0","4","4","2","2","4","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2281","void setException(Throwable exception)","org.apache.tools.ant.BuildEvent.setException(Ljava/lang/Throwable;)V","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","107","5","109","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","118.098","69.0632","1","0","0","3","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3628","Project getProject()","org.apache.tools.ant.BuildEvent.getProject()Lorg/apache/tools/ant/Project;","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","114","5","116","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","3","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3824","Target getTarget()","org.apache.tools.ant.BuildEvent.getTarget()Lorg/apache/tools/ant/Target;","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","121","5","124","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","5","0","0.5","3","3","0.5","3","3","4","1","0","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5265","Task getTask()","org.apache.tools.ant.BuildEvent.getTask()Lorg/apache/tools/ant/Task;","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","129","5","131","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","3","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3302","String getMessage()","org.apache.tools.ant.BuildEvent.getMessage()Ljava/lang/String;","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","139","5","141","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","172.206","100.705","1","0","0","7","0","0.666667","6","6","0.666667","6","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3622","int getPriority()","org.apache.tools.ant.BuildEvent.getPriority()I","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","149","5","151","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","172.206","100.705","1","0","0","7","0","0.666667","6","6","0.666667","6","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3306","Throwable getException()","org.apache.tools.ant.BuildEvent.getException()Ljava/lang/Throwable;","L1973","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildEvent.java","161","5","163","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","172.977","101.156","1","0","0","5","0","0.727273","8","8","0.727273","8","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5283","BuildException()","org.apache.tools.ant.BuildException.<init>()V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","75","5","77","6","0","0","0","0","0","0","0","0","4.75489","1.5","12","5.24148","4","4","0.666667","8","142.159","83.1341","173.95","101.725","1","0","0","0","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2241","BuildException(String msg)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/String;)V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","83","5","85","6","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","169.429","99.0814","1","0","0","152","0","0.571429","4","4","0.571429","4","3","3","1","1","3","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5291","BuildException(String msg, Throwable cause)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/String;Ljava/lang/Throwable;)V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","93","5","96","6","0","0","0","0","0","0","0","0","32","6","322.647","47.0419","15","12","17.9248","53.7744","127.591","74.6147","155.078","90.6889","1","0","0","34","0","0.6","6","6","0.6","6","4","4","2","2","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5296","BuildException(String msg, Throwable cause, Location location)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/String;Ljava/lang/Throwable;Lorg/apache/tools/ant/Location;)V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","105","5","108","6","0","0","0","0","0","0","0","0","35.6096","6.4","426.291","56.6418","18","13","23.6828","66.6079","126.478","73.9638","154.091","90.1119","1","0","0","27","1","0.636364","7","7","0.636364","7","4","4","2","3","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5303","BuildException(Throwable cause)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/Throwable;)V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","114","5","117","6","0","0","0","0","0","0","0","0","33.2842","7.5","430.195","56.9872","16","12","23.8997","57.3594","127.255","74.4184","152.448","89.1511","1","0","0","24","0","0.5","4","4","0.5","4","4","4","2","1","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5306","BuildException(String msg, Location location)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/String;Lorg/apache/tools/ant/Location;)V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","125","5","128","6","0","0","0","0","0","0","0","0","32","6","322.647","47.0419","15","12","17.9248","53.7744","127.591","74.6147","155.078","90.6889","1","0","0","66","0","0.6","6","6","0.6","6","4","4","2","2","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5310","BuildException(Throwable cause, Location location)","org.apache.tools.ant.BuildException.<init>(Ljava/lang/Throwable;Lorg/apache/tools/ant/Location;)V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","136","5","139","6","0","0","0","0","0","0","0","0","27.6515","5.25","272.43","42.0246","15","11","15.135","51.8915","127.776","74.7231","155.345","90.8452","1","0","0","17","1","0.6","6","6","0.6","6","4","4","2","2","4","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5315","Throwable getException()","org.apache.tools.ant.BuildException.getException()Ljava/lang/Throwable;","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","144","5","146","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","5","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5317","String toString()","org.apache.tools.ant.BuildException.toString()Ljava/lang/String;","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","151","5","153","6","0","0","0","0","0","0","0","0","30.5293","4.5","186.809","32.6788","12","11","10.3783","41.5132","133.597","78.127","161.598","94.5015","1","0","0","0","1","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5321","void setLocation(Location location)","org.apache.tools.ant.BuildException.setLocation(Lorg/apache/tools/ant/Location;)V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","158","5","160","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","162.555","95.0612","1","0","0","2","0","0.5","3","3","0.5","3","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5324","Location getLocation()","org.apache.tools.ant.BuildException.getLocation()Lorg/apache/tools/ant/Location;","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","165","5","167","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","2","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5326","void printStackTrace()","org.apache.tools.ant.BuildException.printStackTrace()V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","170","5","172","6","0","0","0","0","0","0","0","0","21.6515","3.5","99.8526","21.5232","9","9","5.54737","28.5293","135.548","79.2676","154.926","90.6002","1","0","0","1","1","0.25","1","1","0.25","1","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5328","void printStackTrace(PrintStream ps)","org.apache.tools.ant.BuildException.printStackTrace(Ljava/io/PrintStream;)V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","174","5","182","6","0","0","0","0","0","0","0","0","70.213","15","2074.53","162.659","32","20","115.251","138.302","109.312","63.9251","82.2065","48.074","2","1","1","1","0","0","0","0","0","0","9","9","5","1","9","9","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5336","void printStackTrace(PrintWriter pw)","org.apache.tools.ant.BuildException.printStackTrace(Ljava/io/PrintWriter;)V","L2199","L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.3\jakarta-ant-1.3\src\main\org\apache\tools\ant\BuildException.java","184","5","192","6","0","0","0","0","0","0","0","0","70.213","15","2074.53","162.659","32","20","115.251","138.302","109.312","63.9251","82.2065","48.074","2","1","1","0","0","0","0","0","0","0","9","9","5","1","9","9","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
