"ID","Name","LongName","CC","CCL","CCO","CEE","CEG","CI","CLC","CLLC","CR","LDC","LLDC","NCR","TAD","TCD","TCLOC","TPDA","TPUA","TLLOC","TLOC","TNA","TNCL","TNDI","TNEN","TNFI","TNG","TNIN","TNM","TNOS","TNPA","TNPCL","TNPEN","TNPIN","TNPKG","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Code Style Rules","Correctness Rules","Design Rules","Design Pattern","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Vulnerability Rules"
"L103","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.1\jakarta-ant-1.1\.columbus_java\Apache1.1.ljsi","C:\Users\tiaru\Desktop\SourceMeter-10.0.0-x64-Windows\Java\Apache1.1\jakarta-ant-1.1\.columbus_java\Apache1.1.ljsi","0.0857357","40","348","482.267","1.68368","97","0.041316","0.0806535","0.104036","864","780","0.08","0.594629","0.477695","8845","465","317","9671","20912","527","117","27","1","87","103","6","904","5313","53","90","0","4","12","742","338","0","149","1950","174","980","62","0","485","340","0","181","0","16","0","94","0","0","0","2","0","185","0","0","0","0"
"L102","<System>","<System>","0.0857357","40","348","482.267","1.68368","97","0.041316","0.0806535","0.104036","864","780","0.08","0.594629","0.477695","8845","465","317","9671","20912","527","117","27","1","87","103","6","904","5313","53","90","0","4","12","742","338","0","149","1950","174","980","62","0","485","340","0","181","0","16","0","94","0","0","0","2","0","185","0","0","0","0"
